Title,Link,ASIN,Price,Rating,Num_Reviews
"Oraimo Necklace Lite OEB-311 Neckband Wireless in Ear Earphones Deep Bass,30Hrs Playtime,ASAP Charge,ENC Tech,Low-Latency Ergonomic Neckband, Sweat-Resistant Magnetic Earbuds, Dual Pairing",https://www.amazon.eg/-/en/Oraimo-Earphones-Low-Latency-Ergonomic-Sweat-Resistant/dp/B0DHHDRCVQ/ref=sr_1_19?dib=eyJ2IjoiMSJ9.yl3m33qmQFV_Z77Dmqij9_7uQe_5lhz7NiS_9TFIKZRCSuVxPdvMv6ShAm-aa9naT7cCR58Wo68oXq5yr9QnLPwRhc9yTgqOn-cORIJbNgrf8DUCwMwMN9eMbdwrQUVHTjQ2Na6dVsz-Bk-QHH--dx9FVxqs8H79axD41MFWi7AP_I5LisPTKAJv084wrXzUoc8B5_yG5BQR_sQus78NQdwKeBU_82yTvAUcVS4T965MPB6aq6-l_hHmslnrgQYA-2twJcsWm1X6A8M3BZuE2WugAAvSAE7QurSJSkB_fA4.WT7FRRx2kB9LdqLtreJB_6CngMk35iudyLdiHGqzMG8&dib_tag=se&qid=1759817080&s=electronics&sr=1-19&xpid=ZsUd_BzzbA__g,B0DHHDRCVQ,664,4.0,60
"Soundcore Liberty 4 NC Earbuds, 98.5 Percent Noise Reduction, Adaptive Cancelling To Ears And Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 Navy Blue -18 Months Warranty",https://www.amazon.eg/-/en/Soundcore-Reduction-Cancelling-Environment-Bluetooth/dp/B0CFXMZRGV/ref=sr_1_20?dib=eyJ2IjoiMSJ9.yl3m33qmQFV_Z77Dmqij9_7uQe_5lhz7NiS_9TFIKZRCSuVxPdvMv6ShAm-aa9naT7cCR58Wo68oXq5yr9QnLPwRhc9yTgqOn-cORIJbNgrf8DUCwMwMN9eMbdwrQUVHTjQ2Na6dVsz-Bk-QHH--dx9FVxqs8H79axD41MFWi7AP_I5LisPTKAJv084wrXzUoc8B5_yG5BQR_sQus78NQdwKeBU_82yTvAUcVS4T965MPB6aq6-l_hHmslnrgQYA-2twJcsWm1X6A8M3BZuE2WugAAvSAE7QurSJSkB_fA4.WT7FRRx2kB9LdqLtreJB_6CngMk35iudyLdiHGqzMG8&dib_tag=se&qid=1759817080&s=electronics&sr=1-20&xpid=ZsUd_BzzbA__g,B0CFXMZRGV,"3,150",4.0,99
Joyroom JR-T03S Pro 3rd Generation Jerry version Normal Quality TWS Bluetooth Headset Support Wireless charge pop-up and noise reduction - White,https://www.amazon.eg/-/en/Joyroom-Generation-Bluetooth-Wireless-reduction/dp/B0CH8H6ZL6/ref=sr_1_21?dib=eyJ2IjoiMSJ9.yl3m33qmQFV_Z77Dmqij9_7uQe_5lhz7NiS_9TFIKZRCSuVxPdvMv6ShAm-aa9naT7cCR58Wo68oXq5yr9QnLPwRhc9yTgqOn-cORIJbNgrf8DUCwMwMN9eMbdwrQUVHTjQ2Na6dVsz-Bk-QHH--dx9FVxqs8H79axD41MFWi7AP_I5LisPTKAJv084wrXzUoc8B5_yG5BQR_sQus78NQdwKeBU_82yTvAUcVS4T965MPB6aq6-l_hHmslnrgQYA-2twJcsWm1X6A8M3BZuE2WugAAvSAE7QurSJSkB_fA4.WT7FRRx2kB9LdqLtreJB_6CngMk35iudyLdiHGqzMG8&dib_tag=se&qid=1759817080&s=electronics&sr=1-21&xpid=ZsUd_BzzbA__g,B0CH8H6ZL6,599,3.6,171
"Soundcore V20i by Anker Open-Ear Headphones, Adjustable Ear Hooks, Ultra-Comfort, Snug Fit, Powerful Sound, Clear Calls, LED Lights, 36H Playtime, Bluetooth 5.4 Earbuds, Black - 18 Months Warranty",https://www.amazon.eg/-/en/Soundcore-Headphones-Adjustable-Ultra-Comfort-Bluetooth/dp/B0D2XRXNGY/ref=sr_1_22?dib=eyJ2IjoiMSJ9.yl3m33qmQFV_Z77Dmqij9_7uQe_5lhz7NiS_9TFIKZRCSuVxPdvMv6ShAm-aa9naT7cCR58Wo68oXq5yr9QnLPwRhc9yTgqOn-cORIJbNgrf8DUCwMwMN9eMbdwrQUVHTjQ2Na6dVsz-Bk-QHH--dx9FVxqs8H79axD41MFWi7AP_I5LisPTKAJv084wrXzUoc8B5_yG5BQR_sQus78NQdwKeBU_82yTvAUcVS4T965MPB6aq6-l_hHmslnrgQYA-2twJcsWm1X6A8M3BZuE2WugAAvSAE7QurSJSkB_fA4.WT7FRRx2kB9LdqLtreJB_6CngMk35iudyLdiHGqzMG8&dib_tag=se&qid=1759817080&s=electronics&sr=1-22&xpid=ZsUd_BzzbA__g,B0D2XRXNGY,"1,436",4.4,5K
"Soundcore by Anker R50i NC Wireless Bluetooth Earphones, Powerful and Smart Noise Cancelling, Powerful Bass, 45 Hours Playtime, 2-in-1 Case and Phone Stand, IP54, Bluetooth 5.4, Black",https://www.amazon.eg/-/en/Soundcore-Wireless-Bluetooth-Earphones-Cancelling/dp/B0DM9KBP4B/ref=sr_1_23?dib=eyJ2IjoiMSJ9.yl3m33qmQFV_Z77Dmqij9_7uQe_5lhz7NiS_9TFIKZRCSuVxPdvMv6ShAm-aa9naT7cCR58Wo68oXq5yr9QnLPwRhc9yTgqOn-cORIJbNgrf8DUCwMwMN9eMbdwrQUVHTjQ2Na6dVsz-Bk-QHH--dx9FVxqs8H79axD41MFWi7AP_I5LisPTKAJv084wrXzUoc8B5_yG5BQR_sQus78NQdwKeBU_82yTvAUcVS4T965MPB6aq6-l_hHmslnrgQYA-2twJcsWm1X6A8M3BZuE2WugAAvSAE7QurSJSkB_fA4.WT7FRRx2kB9LdqLtreJB_6CngMk35iudyLdiHGqzMG8&dib_tag=se&qid=1759817080&s=electronics&sr=1-23&xpid=ZsUd_BzzbA__g,B0DM9KBP4B,"1,175",4.0,91
"Anker soundcore Liberty 4 NC Wireless Noise Cancelling Earbuds, Adaptive Noise Cancelling to Ears and Environment, Hi-Res Sound, 50H Battery, Wireless Charging, Bluetooth 5.3 - White",https://www.amazon.eg/-/en/Anker-soundcore-Cancelling-Environment-Bluetooth/dp/B0CCH9M3FF/ref=sr_1_24?dib=eyJ2IjoiMSJ9.yl3m33qmQFV_Z77Dmqij9_7uQe_5lhz7NiS_9TFIKZRCSuVxPdvMv6ShAm-aa9naT7cCR58Wo68oXq5yr9QnLPwRhc9yTgqOn-cORIJbNgrf8DUCwMwMN9eMbdwrQUVHTjQ2Na6dVsz-Bk-QHH--dx9FVxqs8H79axD41MFWi7AP_I5LisPTKAJv084wrXzUoc8B5_yG5BQR_sQus78NQdwKeBU_82yTvAUcVS4T965MPB6aq6-l_hHmslnrgQYA-2twJcsWm1X6A8M3BZuE2WugAAvSAE7QurSJSkB_fA4.WT7FRRx2kB9LdqLtreJB_6CngMk35iudyLdiHGqzMG8&dib_tag=se&qid=1759817080&s=electronics&sr=1-24&xpid=ZsUd_BzzbA__g,B0CCH9M3FF,"2,688",4.2,4.9K
"Air Puds Pro Wireless Bluetooth Earbuds With Charging Case, Noise Cancelling, in-Ear Mic, IPX5 Waterproof for iPhone/Android/Airpod Pro",https://www.amazon.eg/-/en/Wireless-Bluetooth-Charging-Cancelling-Waterproof/dp/B0CVXQ31DZ/ref=sr_1_25?dib=eyJ2IjoiMSJ9.CeHgxM1VraXiDN-z5pWPqKSqLmYxk96-69NJWm34LkgfBqJBs9EDDhLLNQsPQ4nxPuPZAy9A2Ey0jnEqrHv4x2alROiiMc2booBvLhdpg1nAFsxvbvT-zEkIRvmJOYIrTMiXDtWfxHTrkxWFoQPk_92mDf5Fg2MTiCkf4Od8cbxEu1sKpWOsVnv6teyc7oqneA_cqmc7uK50jrlCrD0_P0lzxhO-PxiafrUig7FWygeHZIqTtfGYWBMADklysE6otjZUz9dLKoNlXrghuzhIySzgAnSTHMedE_pOORsZqFM.1Y57PntwZqE85VOsj049vsm1qTjfC8Wts-u_ywSQx1I&dib_tag=se&qid=1759817093&s=electronics&sr=1-25&xpid=ZsUd_BzzbA__g,B0CVXQ31DZ,308,2.3,63
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",https://www.amazon.eg/-/en/Air31-Earphones-Transparent-Bluetooth-Headphone/dp/B0C4JRWJGM/ref=sr_1_26?dib=eyJ2IjoiMSJ9.CeHgxM1VraXiDN-z5pWPqKSqLmYxk96-69NJWm34LkgfBqJBs9EDDhLLNQsPQ4nxPuPZAy9A2Ey0jnEqrHv4x2alROiiMc2booBvLhdpg1nAFsxvbvT-zEkIRvmJOYIrTMiXDtWfxHTrkxWFoQPk_92mDf5Fg2MTiCkf4Od8cbxEu1sKpWOsVnv6teyc7oqneA_cqmc7uK50jrlCrD0_P0lzxhO-PxiafrUig7FWygeHZIqTtfGYWBMADklysE6otjZUz9dLKoNlXrghuzhIySzgAnSTHMedE_pOORsZqFM.1Y57PntwZqE85VOsj049vsm1qTjfC8Wts-u_ywSQx1I&dib_tag=se&qid=1759817093&s=electronics&sr=1-26&xpid=ZsUd_BzzbA__g,B0C4JRWJGM,238,2.1,84
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",https://www.amazon.eg/-/en/CMF-Nothing-Noise-Canceling-Wireless-Resistance/dp/B0D54298JX/ref=sr_1_27?dib=eyJ2IjoiMSJ9.CeHgxM1VraXiDN-z5pWPqKSqLmYxk96-69NJWm34LkgfBqJBs9EDDhLLNQsPQ4nxPuPZAy9A2Ey0jnEqrHv4x2alROiiMc2booBvLhdpg1nAFsxvbvT-zEkIRvmJOYIrTMiXDtWfxHTrkxWFoQPk_92mDf5Fg2MTiCkf4Od8cbxEu1sKpWOsVnv6teyc7oqneA_cqmc7uK50jrlCrD0_P0lzxhO-PxiafrUig7FWygeHZIqTtfGYWBMADklysE6otjZUz9dLKoNlXrghuzhIySzgAnSTHMedE_pOORsZqFM.1Y57PntwZqE85VOsj049vsm1qTjfC8Wts-u_ywSQx1I&dib_tag=se&qid=1759817093&s=electronics&sr=1-27&xpid=ZsUd_BzzbA__g,B0D54298JX,"2,899",4.4,1.2K
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",https://www.amazon.eg/-/en/Infinix-Buds-Bluetooth-Cancellation-Resistant-Warranty/dp/B0CX9HJ4C1/ref=sr_1_28?dib=eyJ2IjoiMSJ9.CeHgxM1VraXiDN-z5pWPqKSqLmYxk96-69NJWm34LkgfBqJBs9EDDhLLNQsPQ4nxPuPZAy9A2Ey0jnEqrHv4x2alROiiMc2booBvLhdpg1nAFsxvbvT-zEkIRvmJOYIrTMiXDtWfxHTrkxWFoQPk_92mDf5Fg2MTiCkf4Od8cbxEu1sKpWOsVnv6teyc7oqneA_cqmc7uK50jrlCrD0_P0lzxhO-PxiafrUig7FWygeHZIqTtfGYWBMADklysE6otjZUz9dLKoNlXrghuzhIySzgAnSTHMedE_pOORsZqFM.1Y57PntwZqE85VOsj049vsm1qTjfC8Wts-u_ywSQx1I&dib_tag=se&qid=1759817093&s=electronics&sr=1-28&xpid=ZsUd_BzzbA__g,B0CX9HJ4C1,599,3.5,51
Wireless Earbuds Bluetooth 5.3 Headphones Deep Bass with Mic 140H Playtime LED Display with Charging Case IPX4 Waterproof Stereo Earphones In-Ear CVC 8.0 Noise Reduction Headset For Sport/Work M90 Pro,https://www.amazon.eg/-/en/Bluetooth-Headphones-Waterproof-M90-Pro/dp/B0CSZ4W59B/ref=sr_1_29?dib=eyJ2IjoiMSJ9.CeHgxM1VraXiDN-z5pWPqKSqLmYxk96-69NJWm34LkgfBqJBs9EDDhLLNQsPQ4nxPuPZAy9A2Ey0jnEqrHv4x2alROiiMc2booBvLhdpg1nAFsxvbvT-zEkIRvmJOYIrTMiXDtWfxHTrkxWFoQPk_92mDf5Fg2MTiCkf4Od8cbxEu1sKpWOsVnv6teyc7oqneA_cqmc7uK50jrlCrD0_P0lzxhO-PxiafrUig7FWygeHZIqTtfGYWBMADklysE6otjZUz9dLKoNlXrghuzhIySzgAnSTHMedE_pOORsZqFM.1Y57PntwZqE85VOsj049vsm1qTjfC8Wts-u_ywSQx1I&dib_tag=se&qid=1759817093&s=electronics&sr=1-29&xpid=ZsUd_BzzbA__g,B0CSZ4W59B,220,3.3,93
"soundcore by Anker R50i VI True Wireless Earbuds, 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Long Playtime, Water-Resistant, 2 Mics for AI Clear Calls, 22 Preset EQs, Black - 18 Months Warranty",https://www.amazon.eg/-/en/soundcore-Wireless-Bluetooth-Playtime-Water-Resistant/dp/B0DCVPY1LV/ref=sr_1_30?dib=eyJ2IjoiMSJ9.CeHgxM1VraXiDN-z5pWPqKSqLmYxk96-69NJWm34LkgfBqJBs9EDDhLLNQsPQ4nxPuPZAy9A2Ey0jnEqrHv4x2alROiiMc2booBvLhdpg1nAFsxvbvT-zEkIRvmJOYIrTMiXDtWfxHTrkxWFoQPk_92mDf5Fg2MTiCkf4Od8cbxEu1sKpWOsVnv6teyc7oqneA_cqmc7uK50jrlCrD0_P0lzxhO-PxiafrUig7FWygeHZIqTtfGYWBMADklysE6otjZUz9dLKoNlXrghuzhIySzgAnSTHMedE_pOORsZqFM.1Y57PntwZqE85VOsj049vsm1qTjfC8Wts-u_ywSQx1I&dib_tag=se&qid=1759817093&s=electronics&sr=1-30&xpid=ZsUd_BzzbA__g,B0DCVPY1LV,848,4.0,349
"Xiaomi Mi In-Ear Earphones Basic with High-Fidelity Sound, Built-in Microphone, and Comfortable Silicone Ear Tips in Black for Enhanced Audio Quality and Clear Calls",https://www.amazon.eg/-/en/Earphones-High-Fidelity-Microphone-Comfortable-Silicone/dp/B01N0Z1YKE/ref=sr_1_31?dib=eyJ2IjoiMSJ9.CeHgxM1VraXiDN-z5pWPqKSqLmYxk96-69NJWm34LkgfBqJBs9EDDhLLNQsPQ4nxPuPZAy9A2Ey0jnEqrHv4x2alROiiMc2booBvLhdpg1nAFsxvbvT-zEkIRvmJOYIrTMiXDtWfxHTrkxWFoQPk_92mDf5Fg2MTiCkf4Od8cbxEu1sKpWOsVnv6teyc7oqneA_cqmc7uK50jrlCrD0_P0lzxhO-PxiafrUig7FWygeHZIqTtfGYWBMADklysE6otjZUz9dLKoNlXrghuzhIySzgAnSTHMedE_pOORsZqFM.1Y57PntwZqE85VOsj049vsm1qTjfC8Wts-u_ywSQx1I&dib_tag=se&qid=1759817093&s=electronics&sr=1-31&xpid=ZsUd_BzzbA__g,B01N0Z1YKE,344,4.1,80.3K
"Jxrev USB C Headphones,Type C Wired Earbuds, in-Ear Headphones with Microphone Noise Canceling Stereo, Earphones Compatible with iPhone 15/Samsung S23/Android/iPad Pro and Most USB C Devices",https://www.amazon.eg/-/en/Jxrev-Headphones-Microphone-Canceling-Compatible/dp/B0DB1V1HNC/ref=sr_1_32?dib=eyJ2IjoiMSJ9.CeHgxM1VraXiDN-z5pWPqKSqLmYxk96-69NJWm34LkgfBqJBs9EDDhLLNQsPQ4nxPuPZAy9A2Ey0jnEqrHv4x2alROiiMc2booBvLhdpg1nAFsxvbvT-zEkIRvmJOYIrTMiXDtWfxHTrkxWFoQPk_92mDf5Fg2MTiCkf4Od8cbxEu1sKpWOsVnv6teyc7oqneA_cqmc7uK50jrlCrD0_P0lzxhO-PxiafrUig7FWygeHZIqTtfGYWBMADklysE6otjZUz9dLKoNlXrghuzhIySzgAnSTHMedE_pOORsZqFM.1Y57PntwZqE85VOsj049vsm1qTjfC8Wts-u_ywSQx1I&dib_tag=se&qid=1759817093&s=electronics&sr=1-32&xpid=ZsUd_BzzbA__g,B0DB1V1HNC,118,2.9,49
"ABKONCORE B58ABKONCORE B581 USB Gaming Headset with 7.1 Surround Sound, PC Headset with Noise Cancelling Microphone, LED Light Headphones for PC, Laptop",https://www.amazon.eg/-/en/ABKONCORE-B58ABKONCORE-B581-Cancelling-Microphone/dp/B07VQ6YNQZ/ref=sr_1_33?dib=eyJ2IjoiMSJ9.CeHgxM1VraXiDN-z5pWPqKSqLmYxk96-69NJWm34LkgfBqJBs9EDDhLLNQsPQ4nxPuPZAy9A2Ey0jnEqrHv4x2alROiiMc2booBvLhdpg1nAFsxvbvT-zEkIRvmJOYIrTMiXDtWfxHTrkxWFoQPk_92mDf5Fg2MTiCkf4Od8cbxEu1sKpWOsVnv6teyc7oqneA_cqmc7uK50jrlCrD0_P0lzxhO-PxiafrUig7FWygeHZIqTtfGYWBMADklysE6otjZUz9dLKoNlXrghuzhIySzgAnSTHMedE_pOORsZqFM.1Y57PntwZqE85VOsj049vsm1qTjfC8Wts-u_ywSQx1I&dib_tag=se&qid=1759817093&s=electronics&sr=1-33&xpid=ZsUd_BzzbA__g,B07VQ6YNQZ,550,4.1,1.4K
"soundcore Liberty 4 Pro by Anker, Noise Cancelling Wireless Earbuds, 7-Sensor and Real-Time Adaptive Noise Cancelling, 2× Faster Charging, Studio-Level Hi-Fi Music, Clear Calls with 6 Mics and AI",https://www.amazon.eg/-/en/soundcore-Cancelling-Wireless-Real-Time-Studio-Level/dp/B0DCBTWXLM/ref=sr_1_34?dib=eyJ2IjoiMSJ9.CeHgxM1VraXiDN-z5pWPqKSqLmYxk96-69NJWm34LkgfBqJBs9EDDhLLNQsPQ4nxPuPZAy9A2Ey0jnEqrHv4x2alROiiMc2booBvLhdpg1nAFsxvbvT-zEkIRvmJOYIrTMiXDtWfxHTrkxWFoQPk_92mDf5Fg2MTiCkf4Od8cbxEu1sKpWOsVnv6teyc7oqneA_cqmc7uK50jrlCrD0_P0lzxhO-PxiafrUig7FWygeHZIqTtfGYWBMADklysE6otjZUz9dLKoNlXrghuzhIySzgAnSTHMedE_pOORsZqFM.1Y57PntwZqE85VOsj049vsm1qTjfC8Wts-u_ywSQx1I&dib_tag=se&qid=1759817093&s=electronics&sr=1-34&xpid=ZsUd_BzzbA__g,B0DCBTWXLM,"4,300",4.3,2.4K
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",https://www.amazon.eg/-/en/Soundcore-Wireless-Bluetooth-IPX5-Water-Resistant/dp/B0CPLYCC3N/ref=sr_1_35?dib=eyJ2IjoiMSJ9.CeHgxM1VraXiDN-z5pWPqKSqLmYxk96-69NJWm34LkgfBqJBs9EDDhLLNQsPQ4nxPuPZAy9A2Ey0jnEqrHv4x2alROiiMc2booBvLhdpg1nAFsxvbvT-zEkIRvmJOYIrTMiXDtWfxHTrkxWFoQPk_92mDf5Fg2MTiCkf4Od8cbxEu1sKpWOsVnv6teyc7oqneA_cqmc7uK50jrlCrD0_P0lzxhO-PxiafrUig7FWygeHZIqTtfGYWBMADklysE6otjZUz9dLKoNlXrghuzhIySzgAnSTHMedE_pOORsZqFM.1Y57PntwZqE85VOsj049vsm1qTjfC8Wts-u_ywSQx1I&dib_tag=se&qid=1759817093&s=electronics&sr=1-35&xpid=ZsUd_BzzbA__g,B0CPLYCC3N,844,4.2,223
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",https://www.amazon.eg/-/en/soundcore-Cancelling-Headphones-Bluetooth-Transparency/dp/B0CCHTSFX1/ref=sr_1_36?dib=eyJ2IjoiMSJ9.CeHgxM1VraXiDN-z5pWPqKSqLmYxk96-69NJWm34LkgfBqJBs9EDDhLLNQsPQ4nxPuPZAy9A2Ey0jnEqrHv4x2alROiiMc2booBvLhdpg1nAFsxvbvT-zEkIRvmJOYIrTMiXDtWfxHTrkxWFoQPk_92mDf5Fg2MTiCkf4Od8cbxEu1sKpWOsVnv6teyc7oqneA_cqmc7uK50jrlCrD0_P0lzxhO-PxiafrUig7FWygeHZIqTtfGYWBMADklysE6otjZUz9dLKoNlXrghuzhIySzgAnSTHMedE_pOORsZqFM.1Y57PntwZqE85VOsj049vsm1qTjfC8Wts-u_ywSQx1I&dib_tag=se&qid=1759817093&s=electronics&sr=1-36&xpid=ZsUd_BzzbA__g,B0CCHTSFX1,,4.6,152
